year,address,storeys,units,score,parkings,elevators,windows,cleanliness,Decade,Average_Score
1957,3 FLEMINGTON RD,3,31,78,3,0,2,2,1950,86.53728070175438
1957,5 FLEMINGTON RD,3,31,80,3,0,2,1,1950,86.53728070175438
1957,9 FLEMINGTON RD,4,30,79,3,0,2,1,1950,86.53728070175438
1957,11 FLEMINGTON RD,4,31,90,2,0,3,3,1950,86.53728070175438
1992,156 FLOYD AVE,6,41,83,1,3,3,3,1990,88.76712328767124
1960,4 FOLCROFT AVE,3,13,84,3,0,2,2,1960,87.9720394736842
1966,20 FONTENAY CRT,14,96,93,2,3,3,3,1960,87.9720394736842
1976,2 FOREST LANEWAY,29,366,85,2,3,3,3,1970,88.4402489626556
1975,4 FOREST LANEWAY,29,277,95,2,3,3,3,1970,88.4402489626556
1965,80 FOREST MANOR RD,18,287,91,2,3,3,3,1960,87.9720394736842
1956,299 FORMAN AVE,4,29,77,2,0,3,2,1950,86.53728070175438
1955,341 FORMAN AVE,4,15,88,0,0,3,2,1950,86.53728070175438
1950,55 FORTY SECOND ST,4,26,95,2,3,3,3,1950,86.53728070175438
1960,75 FORTY SECOND ST,4,28,87,3,3,3,3,1960,87.9720394736842
1959,87 FORTY SECOND ST,3,41,92,3,3,3,3,1950,86.53728070175438
1973,35 FOUNTAINHEAD RD,22,370,88,3,3,2,3,1970,88.4402489626556
1972,40 FOUNTAINHEAD RD,22,370,76,1,3,2,2,1970,88.4402489626556
1957,20 FOURTEENTH ST,3,12,83,3,0,3,2,1950,86.53728070175438
1958,115 FOXRIDGE DR,3,10,91,2,0,2,3,1950,86.53728070175438
1962,130 FOXRIDGE DR,3,30,91,2,0,2,2,1960,87.9720394736842
1982,171 FRONT ST E,3,61,96,2,3,3,3,1980,89.2235294117647
1993,33 GABIAN WAY,18,248,92,2,3,3,3,1990,88.76712328767124
1994,228 GALLOWAY RD,5,60,95,2,3,3,3,1990,88.76712328767124
1958,15 GAMBLE AVE,3,27,91,1,0,3,2,1950,86.53728070175438
1964,20 GAMBLE AVE,12,213,92,1,3,3,2,1960,87.9720394736842
1961,85 GAMBLE AVE,6,81,100,3,3,3,3,1960,87.9720394736842
1961,95 GAMBLE AVE,6,94,100,3,3,3,3,1960,87.9720394736842
1965,100 GAMBLE AVE,12,152,86,1,3,3,3,1960,87.9720394736842
1950,260 GAMBLE AVE,3,24,99,3,0,3,3,1950,86.53728070175438
1970,41 GARFELLA DR,12,96,90,1,3,3,3,1970,88.4402489626556
1966,200 GATEWAY BLVD,17,284,65,1,3,3,1,1960,87.9720394736842
1975,41 GENERATION BLVD,3,12,93,3,0,3,3,1970,88.4402489626556
1975,43 GENERATION BLVD,3,12,92,3,0,3,3,1970,88.4402489626556
1975,45 GENERATION BLVD,3,12,94,3,0,3,3,1970,88.4402489626556
1975,49 GENERATION BLVD,3,12,93,3,0,3,3,1970,88.4402489626556
1975,51 GENERATION BLVD,3,12,96,3,0,3,3,1970,88.4402489626556
1975,111 GENERATION BLVD,3,12,88,3,0,3,3,1970,88.4402489626556
1975,115 GENERATION BLVD,3,12,88,3,0,3,3,1970,88.4402489626556
1986,291 GEORGE ST,5,132,77,1,3,1,2,1980,89.2235294117647
2007,50 GERRARD ST E,12,188,96,3,3,3,3,2000,91.13793103448276
1930,181-183 GERRARD ST E,4,22,72,0,0,3,3,1930,84.36363636363636
1991,280 GERRARD ST E,3,26,84,0,0,2,2,1990,88.76712328767124
1891,434 GERRARD ST E,3,16,92,0,0,3,3,1890,79
1950,793 GERRARD ST E,5,28,85,1,0,3,3,1950,86.53728070175438
1994,1320 GERRARD ST E,5,45,96,3,3,3,3,1990,88.76712328767124
1965,1395 GERRARD ST E,3,12,56,3,0,2,1,1960,87.9720394736842
1958,1691 GERRARD ST E,7,66,85,2,3,2,2,1950,86.53728070175438
1967,2287 GERRARD ST E,5,38,37,3,0,3,0,1960,87.9720394736842
1954,2511 GERRARD ST E,3,11,91,3,0,2,2,1950,86.53728070175438
2018,55 GERRARD ST W,43,595,97,3,3,3,3,2010,96
2020,99 GERRARD ST W,32,275,98,3,3,3,3,2020,98.76923076923077
1930,26 GIFFORD ST,4,15,93,3,0,3,3,1930,84.36363636363636
1960,502 GILBERT AVE,3,23,80,2,0,2,3,1960,87.9720394736842
1954,30 GILDER DR,14,192,89,2,3,3,2,1950,86.53728070175438
1970,49 GILDER DR,6,22,93,1,3,3,3,1970,88.4402489626556
1980,51 GILDER DR,6,22,94,1,3,3,3,1980,89.2235294117647
1980,85 GILDER DR,6,22,95,1,3,3,3,1980,89.2235294117647
1911,225 GLADSTONE AVE,4,27,87,0,0,2,3,1910,84.04166666666667
1934,2 GLEN ELM AVE,6,49,89,2,3,3,3,1930,84.36363636363636
1954,49 GLEN ELM AVE,4,71,82,2,3,3,2,1950,86.53728070175438
1971,23 GLEN EVEREST RD,3,11,86,2,0,2,3,1970,88.4402489626556
1971,25 GLEN EVEREST RD,3,11,81,0,0,2,3,1970,88.4402489626556
1971,29 GLEN EVEREST RD,3,11,83,3,0,2,2,1970,88.4402489626556
1962,435 GLEN PARK AVE,4,42,82,3,3,2,1,1960,87.9720394736842
1962,11 GLENBURN AVE,6,58,80,1,3,3,2,1960,87.9720394736842
1950,43 GLENHAVEN ST,3,11,96,2,0,3,3,1950,86.53728070175438
1973,299 GLENLAKE AVE,30,233,88,2,3,3,2,1970,88.4402489626556
1955,127 GLENWOOD CRES,3,57,77,2,0,2,2,1950,86.53728070175438
2021,8 GLOUCESTER ST,34,231,100,0,3,3,3,2020,98.76923076923077
1940,83 GLOUCESTER ST,3,27,90,0,0,3,3,1940,83.27777777777777
1965,8 GODSTONE RD,16,164,89,3,3,3,2,1960,87.9720394736842
1964,11 GOLDFINCH CRT,15,174,96,2,3,3,3,1960,87.9720394736842
1960,102 GOODWOOD PARK CRT,7,132,91,2,3,3,3,1960,87.9720394736842
1961,106 GOODWOOD PARK CRT,7,129,95,2,3,2,3,1960,87.9720394736842
1961,108 GOODWOOD PARK CRT,7,120,86,2,3,3,2,1960,87.9720394736842
1972,10 GORDONRIDGE PL,16,217,82,2,3,3,2,1970,88.4402489626556
1972,30 GORDONRIDGE PL,17,231,95,2,3,2,3,1970,88.4402489626556
1974,215 GOSFORD BLVD,8,154,86,2,3,2,3,1970,88.4402489626556
1974,235 GOSFORD BLVD,15,131,96,3,3,3,2,1970,88.4402489626556
1970,60 GOWAN AVE,21,118,99,2,3,3,3,1970,88.4402489626556
1966,100 GOWAN AVE,17,121,88,1,3,3,3,1960,87.9720394736842
1994,10 GOWER ST,7,164,96,3,3,3,3,1990,88.76712328767124
1993,76 GRANGE AVE,3,11,88,2,0,3,3,1990,88.76712328767124
1970,164 GRANGE AVE,3,24,75,0,0,2,2,1970,88.4402489626556
1968,20 GRAYDON HALL DR,20,305,81,1,3,3,2,1960,87.9720394736842
1970,50 GRAYDON HALL DR,20,304,97,3,3,3,3,1970,88.4402489626556
1970,100 GRAYDON HALL DR,24,286,89,2,3,3,3,1970,88.4402489626556
1962,25 GREENBRAE CRCT,6,60,93,3,3,2,3,1960,87.9720394736842
1962,35 GREENBRAE CRCT,6,70,92,3,3,2,3,1960,87.9720394736842
1970,55 GREENBRAE CRCT,13,128,87,2,3,1,2,1970,88.4402489626556
1970,65 GREENBRAE CRCT,13,128,75,1,3,2,2,1970,88.4402489626556
1950,1 GREENBROOK DR,3,24,98,2,0,3,3,1950,86.53728070175438
1954,4 GREENBROOK DR,3,23,75,2,0,2,2,1950,86.53728070175438
1970,"5 GREENBROOK DR

",3,12,80,2,0,2,2,1970,88.4402489626556
1970,20 GREENCREST CRCT,10,136,95,3,3,3,3,1970,88.4402489626556
1962,45 GREENCREST CRCT,6,100,89,3,3,3,3,1960,87.9720394736842
1977,65 GREENCREST CRCT,13,400,96,3,3,3,3,1970,88.4402489626556
1993,6 A GREENLAW AVE,4,44,89,2,3,3,3,1990,88.76712328767124
1950,2 GREENTREE CRT,3,29,83,3,0,3,2,1950,86.53728070175438
1970,5 GREENTREE CRT,3,17,88,2,0,3,3,1970,88.4402489626556
1953,7 GREENTREE CRT,3,28,69,2,0,2,1,1950,86.53728070175438
1956,9 GREENTREE CRT,3,28,72,2,0,2,1,1950,86.53728070175438
1968,48 GRENOBLE DR,9,109,97,2,3,3,3,1960,87.9720394736842
1900,32 GRENVILLE ST,12,50,97,0,3,3,3,1900,81.1875
1966,11 GULLIVER RD,6,42,99,3,3,3,3,1960,87.9720394736842
1960,14 GULLIVER RD,6,57,87,2,3,3,3,1960,87.9720394736842
1960,17 GULLIVER RD,6,42,86,2,3,3,3,1960,87.9720394736842
1961,21 GULLIVER RD,7,51,97,3,3,3,3,1960,87.9720394736842
1961,34 GULLIVER RD,6,47,81,1,3,3,3,1960,87.9720394736842
1980,33 HAHN PL,8,135,96,3,3,3,3,1980,89.2235294117647
1970,65 HALSEY AVE,9,113,87,2,3,3,2,1970,88.4402489626556
1970,75 HALSEY AVE,11,139,87,2,3,3,2,1970,88.4402489626556
1989,39 HARCOURT AVE,3,15,94,0,0,3,3,1980,89.2235294117647
1968,15 HARDING AVE,19,335,92,2,3,3,3,1960,87.9720394736842
1956,68 HARRIS PARK DR,3,11,86,3,0,2,3,1950,86.53728070175438
1956,4 HARTHAM PL,3,12,82,2,0,2,3,1950,86.53728070175438
1958,6 HARTHAM PL,3,26,93,2,0,2,3,1950,86.53728070175438
1960,524 HARVIE AVE,3,29,79,2,0,2,2,1960,87.9720394736842
1958,554 HARVIE AVE,4,15,99,3,0,3,3,1950,86.53728070175438
1905,1 HAVELOCK ST,3,18,91,0,0,3,3,1900,81.1875
1974,75 HAVENBROOK BLVD,14,201,81,1,3,3,3,1970,88.4402489626556
1967,95 HAVENBROOK BLVD,14,198,89,2,3,3,3,1960,87.9720394736842
1959,90 HEATH ST W,3,37,95,2,3,3,2,1950,86.53728070175438
1950,1 HEATHERDALE RD,4,35,93,2,0,3,3,1950,86.53728070175438
1950,3 HEATHERDALE RD,4,35,94,2,0,3,3,1950,86.53728070175438
1979,25 HENRY LANE TER,6,196,87,2,3,2,2,1970,88.4402489626556
1980,49 HENRY LANE TER,5,15,79,0,3,2,2,1980,89.2235294117647
1969,35 HIGH PARK AVE,26,201,92,3,3,3,3,1960,87.9720394736842
1969,65 HIGH PARK AVE,23,321,88,2,3,3,2,1960,87.9720394736842
1969,95 HIGH PARK AVE,16,218,92,2,3,3,3,1960,87.9720394736842
1969,100 HIGH PARK AVE,24,447,83,2,3,3,2,1960,87.9720394736842
1954,1 HILL HEIGHTS RD,4,30,84,2,0,2,3,1950,86.53728070175438
1955,2 HILL HEIGHTS RD,4,30,96,3,0,3,3,1950,86.53728070175438
1962,3 HILL HEIGHTS RD,4,38,91,2,0,2,2,1960,87.9720394736842
1957,8 HILL HEIGHTS RD,4,27,76,1,0,2,3,1950,86.53728070175438
1954,10 HILL HEIGHTS RD,4,34,95,3,0,2,1,1950,86.53728070175438
1965,30 HILLSBORO AVE,24,196,89,2,3,3,3,1960,87.9720394736842
2022,730 HILLSDALE AVE E,7,146,100,3,3,3,3,2020,98.76923076923077
1968,10 HOGARTH AVE,23,287,97,1,3,3,3,1960,87.9720394736842
1963,33 HOLLY ST,14,162,95,0,3,3,2,1960,87.9720394736842
1967,50 HOLLY ST,15,145,87,2,3,3,3,1960,87.9720394736842
1993,78 HOLLY ST,16,127,91,2,3,3,3,1990,88.76712328767124
1959,330 HOPEWELL AVE,7,67,79,1,3,2,3,1950,86.53728070175438
1956,25 HOTSPUR RD,3,11,78,0,0,2,1,1950,86.53728070175438
1957,26 HOTSPUR RD,3,12,75,2,0,2,1,1950,86.53728070175438
1956,27 HOTSPUR RD,3,11,75,0,0,2,1,1950,86.53728070175438
1969,77 HOWARD ST,24,381,87,1,3,3,2,1960,87.9720394736842
1964,99 HOWARD ST,15,239,94,2,3,3,3,1960,87.9720394736842
1920,245 C HOWLAND AVE,3,25,78,2,0,2,2,1920,83.97142857142858
1928,74 HUBBARD BLVD,3,12,82,0,0,2,2,1920,83.97142857142858
1989,88 HUMBER COLLEGE BLVD,4,119,91,1,3,3,3,1980,89.2235294117647
1984,10 HUMBERLINE DR,13,179,90,2,3,3,2,1980,89.2235294117647
1986,20 HUMBERLINE DR,11,104,90,3,3,3,3,1980,89.2235294117647
1960,10 HUNTLEY ST,20,116,96,2,3,3,3,1960,87.9720394736842
1973,77 HUNTLEY ST,29,561,99,0,3,3,3,1970,88.4402489626556
1898,409 HURON ST,4,42,68,0,0,3,1,1890,79
1960,83 INDIAN RD,5,21,66,2,3,1,2,1960,87.9720394736842
1970,109 INDIAN RD,8,38,81,2,3,3,2,1970,88.4402489626556
1975,33 ISABELLA ST,27,419,91,3,3,3,3,1970,88.4402489626556
1960,48 ISABELLA ST,10,84,94,3,3,3,3,1960,87.9720394736842
1965,55 ISABELLA ST,12,82,96,2,3,3,3,1960,87.9720394736842
1963,59 ISABELLA ST,14,101,90,1,3,3,3,1960,87.9720394736842
1928,81 ISABELLA ST,3,48,75,0,0,3,2,1920,83.97142857142858
1917,96 ISABELLA ST,4,28,79,0,0,1,3,1910,84.04166666666667
1960,105 ISABELLA ST,11,221,87,2,3,3,3,1960,87.9720394736842
1960,137 ISABELLA ST,7,56,95,3,3,3,3,1960,87.9720394736842
1951,148 ISLINGTON AVE,4,38,96,3,0,3,3,1950,86.53728070175438
1957,1276 ISLINGTON AVE,13,202,79,2,3,2,1,1950,86.53728070175438
1971,1294 ISLINGTON AVE,8,77,91,2,3,2,3,1970,88.4402489626556
1973,2063 ISLINGTON AVE,12,162,84,1,3,3,2,1970,88.4402489626556
1964,2313 ISLINGTON AVE,7,80,67,1,3,2,2,1960,87.9720394736842
1950,2366 ISLINGTON AVE,3,16,89,3,0,3,3,1950,86.53728070175438
1960,2386 ISLINGTON AVE,3,18,89,2,0,3,3,1960,87.9720394736842
1992,2715 ISLINGTON AVE,5,80,98,3,3,3,3,1990,88.76712328767124
1984,2765 ISLINGTON AVE,14,237,88,2,3,3,2,1980,89.2235294117647
1967,44 JACKES AVE,24,411,95,3,3,3,3,1960,87.9720394736842
1960,92 JAMES ST,3,34,93,3,0,3,3,1960,87.9720394736842
1959,87 JAMESON AVE,9,91,90,2,3,3,3,1950,86.53728070175438
1959,90 JAMESON AVE,7,61,87,2,3,2,2,1950,86.53728070175438
1967,91 JAMESON AVE,11,76,95,2,3,2,2,1960,87.9720394736842
1956,95 JAMESON AVE,9,66,87,2,3,3,2,1950,86.53728070175438
1977,96 JAMESON AVE,6,72,91,2,3,3,3,1970,88.4402489626556
1960,100 JAMESON AVE,10,80,89,2,3,3,3,1960,87.9720394736842
1960,110 JAMESON AVE,7,91,87,2,3,3,3,1960,87.9720394736842
1960,120 JAMESON AVE,7,90,74,1,3,2,2,1960,87.9720394736842
1955,125 JAMESON AVE,7,67,88,2,3,3,3,1950,86.53728070175438
1955,140 JAMESON AVE,4,23,90,2,0,3,3,1950,86.53728070175438
1960,145 JAMESON AVE,9,80,92,1,3,3,3,1960,87.9720394736842
1956,146 JAMESON AVE,4,28,88,2,0,3,3,1950,86.53728070175438
1965,165 JAMESON AVE,7,82,93,1,3,3,3,1960,87.9720394736842
1960,170 JAMESON AVE,11,86,97,3,3,3,3,1960,87.9720394736842
1965,182 JAMESON AVE,11,82,72,0,3,3,1,1960,87.9720394736842
1962,200 JAMESON AVE,12,100,91,2,3,3,3,1960,87.9720394736842
1955,23 JANE ST,3,18,85,2,0,3,3,1950,86.53728070175438
1910,29 JANE ST,3,18,89,2,0,3,3,1910,84.04166666666667
1960,392 JANE ST,6,32,89,2,3,2,3,1960,87.9720394736842
1958,596 JANE ST,3,17,97,3,0,3,3,1950,86.53728070175438
1960,898 JANE ST,8,63,98,3,3,3,3,1960,87.9720394736842
1968,900 JANE ST,5,40,89,2,3,2,3,1960,87.9720394736842
1967,1570 JANE ST,6,76,93,3,3,3,3,1960,87.9720394736842
1958,1605 JANE ST,3,28,96,2,0,3,3,1950,86.53728070175438
1960,1795 JANE ST,10,105,88,2,3,3,3,1960,87.9720394736842
1960,1848 JANE ST,3,21,79,2,0,3,3,1960,87.9720394736842
1950,2217 JANE ST,3,12,80,2,0,2,3,1950,86.53728070175438
1965,2251 JANE ST,3,11,98,3,0,3,3,1960,87.9720394736842
1965,2253 JANE ST,3,11,98,3,0,3,3,1960,87.9720394736842
1965,2257 JANE ST,3,11,98,3,0,3,3,1960,87.9720394736842
1968,2415 JANE ST,20,158,94,3,3,2,3,1960,87.9720394736842
1960,2600 JANE ST,13,115,90,2,3,3,3,1960,87.9720394736842
1968,2755 JANE ST,12,118,89,2,3,2,2,1960,87.9720394736842
1968,2770 JANE ST,4,144,86,2,3,2,2,1960,87.9720394736842
1971,2850 JANE ST,13,156,79,1,3,2,2,1970,88.4402489626556
1971,2999 JANE ST,15,188,81,2,3,2,2,1970,88.4402489626556
1974,4750 JANE ST,15,131,92,3,3,3,1,1970,88.4402489626556
1975,5000 JANE ST,13,291,74,2,3,2,1,1970,88.4402489626556
1967,15 JANSUSIE RD,3,45,85,2,0,3,3,1960,87.9720394736842
1963,35 JANSUSIE RD,3,45,82,2,0,3,3,1960,87.9720394736842
1994,261 JARVIS ST,7,55,86,1,3,3,3,1990,88.76712328767124
1929,262 JARVIS ST,6,72,86,0,3,3,3,1920,83.97142857142858
1960,414 JARVIS ST,4,35,80,0,0,3,3,1960,87.9720394736842
1928,432 JARVIS ST,3,26,89,0,0,3,2,1920,83.97142857142858
1960,433 JARVIS ST,9,143,89,2,3,3,3,1960,87.9720394736842
1928,438 JARVIS ST,3,30,99,0,0,3,3,1920,83.97142857142858
1900,561 JARVIS ST,3,28,76,2,0,3,2,1900,81.1875
1954,2 JASPER AVE,3,22,91,1,0,3,3,1950,86.53728070175438
1954,5 A JASPER AVE,3,10,17,0,0,2,0,1950,86.53728070175438
1966,10 JAYZEL DR,7,90,83,2,3,2,2,1960,87.9720394736842
1940,50 JOHN ST,3,14,94,2,0,3,3,1940,83.27777777777777
1979,168 JOHN ST,7,180,91,2,3,2,3,1970,88.4402489626556
1996,1500 KEELE ST,11,132,87,2,3,3,2,1990,88.76712328767124
1955,1720 KEELE ST,4,47,90,2,0,3,3,1950,86.53728070175438
1957,1960 KEELE ST,3,28,92,1,3,3,3,1950,86.53728070175438
1960,1970 KEELE ST,4,45,95,1,3,3,3,1960,87.9720394736842
1959,2050 KEELE ST,9,187,82,2,3,2,2,1950,86.53728070175438
1957,2370 KEELE ST,4,46,78,2,0,2,3,1950,86.53728070175438
1950,2417 KEELE ST,3,12,79,2,0,2,3,1950,86.53728070175438
1954,2419 KEELE ST,3,12,92,3,0,3,3,1950,86.53728070175438
1958,2420 KEELE ST,3,11,89,2,0,3,3,1950,86.53728070175438
1950,2422 KEELE ST,3,10,82,2,0,2,3,1950,86.53728070175438
1950,2425 KEELE ST,3,12,69,2,0,2,2,1950,86.53728070175438
1950,2428 KEELE ST,3,10,86,2,0,3,3,1950,86.53728070175438
1960,2432 KEELE ST,3,12,82,2,0,2,3,1960,87.9720394736842
1950,2434 KEELE ST,3,12,84,2,0,3,2,1950,86.53728070175438
1977,2500 KEELE ST,12,95,85,1,3,3,2,1970,88.4402489626556
1955,2548 KEELE ST,3,12,79,2,0,3,3,1950,86.53728070175438
1955,2550 KEELE ST,3,12,83,2,0,3,3,1950,86.53728070175438
1958,2567 KEELE ST,4,26,74,3,0,2,3,1950,86.53728070175438
1950,2605 KEELE ST,3,12,90,2,0,3,3,1950,86.53728070175438
1956,2616 KEELE ST,3,11,78,2,0,2,3,1950,86.53728070175438
1984,2620 KEELE ST,3,11,68,1,0,1,2,1980,89.2235294117647
1954,2622 KEELE ST,3,11,91,2,0,3,3,1950,86.53728070175438
1965,2623 KEELE ST,3,11,96,2,0,3,3,1960,87.9720394736842
1955,2643 KEELE ST,3,21,88,2,0,3,3,1950,86.53728070175438
1962,2788 KEELE ST,4,41,94,1,3,3,2,1960,87.9720394736842
1950,2808 KEELE ST,4,54,93,3,3,3,3,1950,86.53728070175438
1955,2816 KEELE ST,3,12,80,2,0,2,3,1950,86.53728070175438
1972,2818 KEELE ST,3,11,74,2,0,2,2,1970,88.4402489626556
1957,2842 KEELE ST,3,12,72,1,0,2,2,1950,86.53728070175438
1963,2850 KEELE ST,3,12,86,2,0,3,3,1960,87.9720394736842
1960,2864 KEELE ST,3,11,82,2,0,2,3,1960,87.9720394736842
1968,2900 KEELE ST,3,12,71,1,0,2,2,1960,87.9720394736842
1954,2954 KEELE ST,3,12,88,2,0,2,3,1950,86.53728070175438
1960,2956 KEELE ST,3,11,92,3,0,2,3,1960,87.9720394736842
1965,2960 KEELE ST,4,41,73,2,3,2,2,1960,87.9720394736842
1952,2990 KEELE ST,3,11,76,3,0,2,2,1950,86.53728070175438
1959,57 RAWLINSON AVE,4,36,90,1,3,3,3,1950,86.53728070175438
1968,20 REDGRAVE DR,16,178,93,2,3,3,3,1960,87.9720394736842
2022,200 REDPATH AVE,39,349,97,3,3,3,3,2020,98.76923076923077
2008,220 REDPATH AVE,8,72,96,2,3,3,3,2000,91.13793103448276
1955,2 REGAL RD,8,104,99,3,3,3,3,1950,86.53728070175438
1996,17 RENWICK CRES,4,80,90,2,3,3,3,1990,88.76712328767124
1957,4 REPLIN RD,4,30,85,2,0,2,2,1950,86.53728070175438
1969,70 REXDALE BLVD,6,100,94,2,3,3,3,1960,87.9720394736842
1969,7 RICHGROVE DR,11,129,97,2,3,3,3,1960,87.9720394736842
1970,798 RICHMOND ST W,13,525,95,2,3,3,3,1970,88.4402489626556
1973,25 RICHVIEW RD,15,141,95,2,3,3,3,1970,88.4402489626556
1965,370 RIDELLE AVE,28,214,91,3,3,2,3,1960,87.9720394736842
1967,377 RIDELLE AVE,18,231,73,2,3,3,3,1960,87.9720394736842
1951,3 RIDGE HILL DR,4,12,89,2,3,3,3,1950,86.53728070175438
1992,262 RIDLEY BLVD,8,111,87,2,3,2,1,1990,88.76712328767124
2006,184 RIVER ST,3,54,83,0,0,3,3,2000,91.13793103448276
1961,230 RIVER ST,3,25,96,3,0,2,3,1960,87.9720394736842
1950,495 RIVERSIDE DR,3,25,89,2,0,3,3,1950,86.53728070175438
1953,17 RIVERVIEW HTS,4,14,86,2,0,3,3,1950,86.53728070175438
1957,10 RIVERWOOD PKWY,3,52,97,3,0,3,3,1950,86.53728070175438
1960,16 RIVERWOOD PKWY,5,45,86,3,3,3,3,1960,87.9720394736842
1958,25 RIVERWOOD PKWY,4,50,95,3,3,3,3,1950,86.53728070175438
1958,33 RIVERWOOD PKWY,4,50,94,3,3,3,3,1950,86.53728070175438
1957,39 RIVERWOOD PKWY,4,23,87,3,0,3,1,1950,86.53728070175438
1957,47-49 RIVERWOOD PKWY,4,21,91,2,0,3,3,1950,86.53728070175438
1963,7 ROANOKE RD,9,113,96,2,3,3,3,1960,87.9720394736842
1962,8 ROANOKE RD,13,111,96,2,3,3,3,1960,87.9720394736842
1962,10 ROANOKE RD,12,101,99,3,3,3,3,1960,87.9720394736842
1987,1245 KING ST W,3,39,81,2,0,2,2,1980,89.2235294117647
1917,1465 KING ST W,3,48,87,0,0,2,2,1910,84.04166666666667
1960,1475 KING ST W,3,44,77,0,0,2,2,1960,87.9720394736842
1900,1504 KING ST W,3,15,70,0,0,2,2,1900,81.1875
1954,4 KINGS POINT DR,4,16,98,2,0,3,3,1950,86.53728070175438
1963,9 KINGSBRIDGE CRT,7,74,86,2,3,2,3,1960,87.9720394736842
1970,2 KINGSTON RD,4,16,72,2,0,1,2,1970,88.4402489626556
1970,10 KINGSTON RD,3,16,74,2,0,2,2,1970,88.4402489626556
1934,204 KINGSTON RD,3,15,30,2,0,2,0,1930,84.36363636363636
1954,320 KINGSTON RD,3,36,28,0,0,2,0,1950,86.53728070175438
1950,501 KINGSTON RD,7,75,86,2,3,3,2,1950,86.53728070175438
1992,520 KINGSTON RD,5,108,70,0,3,3,3,1990,88.76712328767124
1940,569 KINGSTON RD,4,15,82,0,0,2,2,1940,83.27777777777777
1962,828 KINGSTON RD,7,147,80,3,3,3,3,1960,87.9720394736842
1925,987 KINGSTON RD,3,15,81,0,0,2,2,1920,83.97142857142858
1971,1140 KINGSTON RD,5,34,90,2,3,2,3,1970,88.4402489626556
1959,1336 KINGSTON RD,4,37,88,2,0,2,3,1950,86.53728070175438
1940,1463 KINGSTON RD,3,14,75,3,0,2,2,1940,83.27777777777777
1940,1475 KINGSTON RD,3,14,78,3,0,2,2,1940,83.27777777777777
1950,1625 KINGSTON RD,3,11,81,2,0,2,2,1950,86.53728070175438
1950,1633 KINGSTON RD,3,10,88,0,0,2,2,1950,86.53728070175438
1960,1711 KINGSTON RD,3,18,93,3,0,2,3,1960,87.9720394736842
1967,2560 KINGSTON RD,17,201,92,2,3,2,3,1960,87.9720394736842
1968,2570 KINGSTON RD,10,118,96,3,3,2,3,1960,87.9720394736842
1968,3207 KINGSTON RD,5,53,93,3,3,2,2,1960,87.9720394736842
1992,3555 KINGSTON RD,9,133,97,2,3,3,3,1990,88.76712328767124
1967,3969 KINGSTON RD,13,174,92,2,3,2,3,1960,87.9720394736842
1985,4201-4203 KINGSTON RD,3,39,86,3,0,3,3,1980,89.2235294117647
1985,4201 KINGSTON RD,3,41,93,3,0,2,3,1980,89.2235294117647
1956,5 KINSDALE BLVD,4,22,88,3,0,3,3,1950,86.53728070175438
1962,9 KINSDALE BLVD,4,23,89,2,0,2,3,1960,87.9720394736842
1959,10 KINSDALE BLVD,4,23,84,3,0,3,3,1950,86.53728070175438
1954,12 KINSDALE BLVD,4,16,98,3,0,3,3,1950,86.53728070175438
1967,359 KIPLING AVE,3,12,87,3,0,3,3,1960,87.9720394736842
1965,2435 KIPLING AVE,13,153,81,2,3,3,1,1960,87.9720394736842
1968,2548 KIPLING AVE,7,154,80,2,3,3,2,1960,87.9720394736842
1978,2677 KIPLING AVE,23,227,89,2,3,3,3,1970,88.4402489626556
1976,2757 KIPLING AVE,19,343,94,0,3,3,2,1970,88.4402489626556
1982,123 LA ROSE AVE,15,259,94,2,3,3,3,1980,89.2235294117647
1979,165 LA ROSE AVE,12,211,97,2,3,3,3,1970,88.4402489626556
1921,85 LAING ST,3,13,81,0,0,3,2,1920,83.97142857142858
1963,220 LAKE PROMENADE,7,118,88,3,3,2,3,1960,87.9720394736842
1963,240 LAKE PROMENADE,7,118,79,1,3,3,1,1960,87.9720394736842
1959,2301 LAKE SHORE BLVD W,4,88,93,3,3,3,3,1950,86.53728070175438
1957,2303 LAKE SHORE BLVD W,4,38,99,3,0,3,3,1950,86.53728070175438
1959,2307 LAKE SHORE BLVD W,4,38,99,3,0,3,3,1950,86.53728070175438
1954,2309 LAKE SHORE BLVD W,4,28,78,2,0,2,1,1950,86.53728070175438
1960,2323 LAKE SHORE BLVD W,10,133,92,3,3,3,3,1960,87.9720394736842
1960,2361 LAKE SHORE BLVD W,4,47,76,3,3,2,2,1960,87.9720394736842
1970,2377 LAKE SHORE BLVD W,4,23,82,3,3,3,2,1970,88.4402489626556
1961,2493 LAKE SHORE BLVD W,9,151,96,2,3,3,3,1960,87.9720394736842
1958,2495 LAKE SHORE BLVD W,3,45,91,3,0,3,3,1950,86.53728070175438
1950,2513 LAKE SHORE BLVD W,3,11,92,2,0,2,3,1950,86.53728070175438
1950,2515 LAKE SHORE BLVD W,4,30,90,2,0,3,3,1950,86.53728070175438
1955,2517 LAKE SHORE BLVD W,4,42,70,1,0,2,1,1950,86.53728070175438
1970,2519 LAKE SHORE BLVD W,4,44,86,3,0,2,3,1970,88.4402489626556
1952,2521 LAKE SHORE BLVD W,3,37,92,2,0,3,3,1950,86.53728070175438
1955,2532 LAKE SHORE BLVD W,4,46,84,3,0,3,2,1950,86.53728070175438
